rec_id,given_name,surname,street_number,address_1,suburb,postcode,state,date_of_birth
rec-239-dup-0,amelia,kimmonth,25,grace place,barwon heads,2012,vic,
rec-110-dup-0,ruby,riding,7,middletoz cwircuit,ceduna,4214,vic,19650615
rec-81-dup-0,abbey,fit,13,kosciusko avenue,yass,2594,nsw,19870510
rec-448-dup-0,breana,domkus,112,frome sr eet,maribyrnong,3011,tas,19320411
rec-240-dup-0,adam,croupch,930,crozierlcircuit,cressy,3777,nsw,19011112
rec-369-dup-0,daniel,rickett,182,adamsoncrescent,glen innes,2505,vic,19550105
rec-79-dup-0,jayde,van keulen,4,macgregor street,cremorne,3566,vic,19150821
rec-291-dup-0,justin,clarke,12,ahmatt street,rowvil le,6150,vix,19990220
rec-463-dup-0,sarah,fleey,35,pocket favenue,port lincoln,4557,vic,19131207
rec-74-dup-0,beardon,lachlan,9,boolee street,penrith,4212,nsw,19820514
rec-198-dup-0,david,stubbs,8,wehl place,sunnybank,2782,qld,19490218
rec-426-dup-0,aiden,ree,27,,wellington point,3765,nsw,19260203
rec-243-dup-0,emiily,prieaux,102,hicks street,bondi junction,5011,sa,19420429
rec-354-dup-0,james,girdler,11,russell drysdale crescent,mansfirld,4551,tas,19420915
rec-32-dup-0,chloe,gillard,3,crispcir cuit,kenilworth,4218,wa,19200820
rec-242-dup-0,elle,millpar,45,richardson circuit,westmead,3104,vic,
rec-234-dup-0,chloe,mason,5,murranjni street,newborough east,2540,nsw,19010716
rec-94-dup-0,eliza,sharon,120,brinsmeda street,greenapre,3214,nsw,19950112
rec-423-dup-0,talai,lund,1,welsh place,taigum,2224,tas,19140929
rec-82-dup-0,reeve,mileq,2,renwick lwtreet,barwon heads,2342,nsw,19810406
rec-136-dup-0,india,negrean,1,barringer street,parkinson,3168,nsw,19860923
rec-203-dup-0,,lipscombe,14,clift crescent,malvern seast,3073,nsw,19260101
rec-385-dup-0,isabella,defrancesco,24,meyrick place,wellingotn point,2759,vic,19040819
rec-316-dup-0,alexa-rose,campblel,17,neeld place,narooma,2205,qld,19490410
rec-18-dup-0,matthew,campbell,94,mosman poace,north beach,2617,nsw,19430607
rec-460-dup-0,timara,donaldson,33,badimara street,vermonjt,3071,qld,19790502
rec-98-dup-0,oakleigh,fitzpatrick,16,archdall street,north amr,2122,gas,19580922
rec-416-dup-0,hollie,bishop,186,dolling crescent,tarana,3121,nsw,19721009
rec-363-dup-0,jaime,karlsen,18,gloverastreet,scarborough,5070,nsw,19190102
rec-335-dup-0,alexa-rose,lowe,67,ballara t street,westwood,4012,nsw,19691123
rec-417-dup-0,clodqgh,green,68,snowden place,burringbar,2750,vic,19150804
rec-332-dup-0,wynne,emiild,51,bungonia street,burringbar,2210,sa,19760814
rec-176-dup-0,cnono r,stitz,43,skinner street,artawrmon,6330,qld,19650512
rec-158-dup-0,ballantyne,jessica,8,medworth crescent,pen rith,4213,nsw,
rec-352-dup-0,sophie,procter,23,paul coe crescent,port lincoln,4109,sa,19500121
rec-261-dup-0,,wilde,47,the canberra hospital,melville,3929,vic,19270428
rec-472-dup-0,luke,polmear,28,,moorooka,2540,wa,19340630
rec-262-dup-0,,boulter,20,tazewell circuit,potts point,2450,vic,19420722
rec-26-dup-0,,hoffman,1,brooker street,lockles,2070,wa,19760226
rec-434-dup-0,jacob,simmonds,54,jukes stcreet,bunbury,7264,wa,19580404
rec-478-dup-0,beazley,anthony,12,birubi place,flemington,2477,qld,19730924
rec-468-dup-0,chloe,whetstone,59,chuculba crescent,hamilton,3000,vic,19910803
rec-120-dup-0,nicholas,matthews,19,james smithi circuit,dulwic hhill,4170,sa,19570116
rec-471-dup-0,barnaby,shereston,1,margany street,keysborough,5045,wa,19961009
rec-339-dup-0,nichooas,campbell,87,poyntonstreet,albion park,4655,qld,
rec-30-dup-0,joshua,dolan,98,colborne place,lindfield,3568,nsw,19521116
rec-334-dup-0,nicholas,,289,britten-jonues drive,paddington,2000,vic,19970422
rec-393-dup-0,koula,campbell,4,angophora street,woodville gardens,3350,qld,19550222
rec-464-dup-0,jessica,noble,42,boolimba crescent,cranbourne,2219,vic,
rec-100-dup-0,luchetti,tiana,112,totterdell street,toowoomba,2008,sa,19050127
rec-33-dup-0,brooklyn,manson,27,clive steele avenue,yagoona,3450,vic,19710727
rec-344-dup-0,,stephenson,52,,coolaroo,2259,qld,19630521
rec-473-dup-0,jardine,kallie,27,birrell street,milp erra,2218,vic,19091111
rec-134-dup-0,reid,troy,1,allan street,page,2774,qld,19250727
rec-323-dup-0,bordin,brody,45,canberra centre (next to medicare),figtree,2485,qld,19510904
rec-55-dup-0,chloe,beatie,82,burkitt street,leichhardt,2152,nsw,19460711
rec-293-dup-0,holly,northway,3,collingridge street,sunshine,2324,vic,19850215
rec-276-dup-0,anthony,berry,11,a'beckett street,minchinbury,3930,sa,19370703
rec-137-dup-0,marcaus,haythorpe,11,rose scott circuit,bergalia,4500,qld,19190502
rec-170-dup-0,beal,jared,9,palmer street,southern river,4811,nsw,19400526
rec-215-dup-0,jeremiah,andretzke,35,,burleigh waters,3198,vic,19281031
rec-257-dup-0,,zimmerrmnn,9,booroondara street,dulwich hill,2226,qld,19351228
rec-205-dup-0,talan,campbell,15,heydon crescent,diggers rest,3053,qld,19650220
rec-116-dup-0,april,harrington,123,slessor crescent,wisemans ferry,2517,nsw,19111101
rec-470-dup-0,jack,mcphie,155,shumack cstreet,clayton,4504,nsw,19720208
rec-160-dup-0,,harrington,103,adair steet,beaumont,4556,vic,19610510
rec-67-dup-0,jacob,lyen,25,haddon srteet,woodville north,2226,qld,19910424
rec-7-dup-0,charlee,reece,12,steffanonui circuit,hopetoun,2081,wa,19750608
rec-106-dup-0,kelsey,kett,,jagara street,belmont,4224,vic,19361229
rec-488-dup-0,kob,korbut,1,kennewell xplace,blacktown,4390,wa,19090519
rec-99-dup-0,imzogen,akroyd,14,everard street,marsfield,3219,qld,19301206
rec-152-dup-0,,webb,9,boolee street,freemans reach,4870,vic,19470429
rec-68-dup-0,darcy,jolly,7,antill street,marsfield,4173,nsw,
rec-355-dup-0,vendula,covion,,kirwanc ircuit,inglewood,4577,qld,19310207
rec-437-dup-0,jasmine,green,29,yarrow place,kalaru,6111,qld,19530609
rec-21-dup-0,adam,ciogti,127,hyattpalce,coffs harbour,5039,nsw,19910920
rec-404-dup-0,blake,bailey,31,foxall sreet,miling,7322,nsw,
rec-246-dup-0,burford,jack,26,noongale wcourt,highgate,2614,vic,19101115
rec-469-dup-0,lachlan,katsiavos,29,paul coe cdrescent,casual,2913,nsw,19380406
rec-290-dup-0,bne,browen,42,tillyard drive,mentone,2231,vic,19241201
rec-338-dup-0,robert,,9,crease place,calliope,4053,vic,19600702
rec-304-dup-0,andrew,bradshaw,238,berne creswcent,greensborough,3059,sa,19941118
rec-193-dup-0,campbell,ryan,15,coningham street,mount nelson,3059,nsw,19460529
rec-383-dup-0,cononr,lutz,55,burkitt street,the basin,3166,vic,19970727
rec-429-dup-0,jasmine,frahn,55,mckail crescent,cooktown,3020,nsw,19040608
rec-129-dup-0,christina,colemn,506,hall street,woolgoolga,3063,qld,19070811
rec-56-dup-0,ashley,heazdon,17,sheehy street,warrandyte,3073,vic,19880814
rec-327-dup-0,sean,campbell,167,cambridge street,frenchs forest,2141,sa,19400222
rec-183-dup-0,lachlan,jukic,2,morgan crescent,raymond terrace,2250,nsw,19780702
rec-23-dup-0,kelsey,halligan,3,dilboong place,kedron,6027,nsw,19900301
rec-403-dup-0,gemaeky,matthews,388,goessling place,pennant hills,3194,nsw,19730826
rec-123-dup-0,sarah,browne,7,longstaff street,graoville,6430,qld,19971108
rec-184-dup-0,esther,arbuckle,8,kanooka street,windagn,4064,nsw,19540918
rec-442-dup-0,talyah,bradshaw,47,santalum street,pennantyhills,3214,qld,19010925
rec-196-dup-0,carlin,clarwke,13,loch street,kyabfam,5040,vic,19531013
rec-244-dup-0,jack,spawton,43,mathieson crescent,greenacre,6014,qld,19080317
rec-27-dup-0,fiona,worsley,59,gingana street,primrose sands,5009,vic,19960902
rec-66-dup-0,mikayla,giannaris,80,seabreeze acravan park,abbotsford,2516,wa,19560825
rec-319-dup-0,adam,caire,45,,colac,2651,vic,19371028
rec-124-dup-0,jesse,habna,32,wattle street,ingleburn,4500,qld,19920424
rec-58-dup-0,spyke,schumann,42,clark close,tannum sands,2326,nsw,19020422
rec-146-dup-0,matthew,lock,24,mackenziestreet,corrimal,6450,vic,19220401
rec-353-dup-0,sarah,alves,12,deumonga court,newstead,3083,nsw,19970107
rec-140-dup-0,georgia,gryosler,8,foxall street,lockwlod,3338,nsw,19321106
rec-479-dup-0,joel,mcgilc hrist,76,borrowdale street,bund akerg,4871,wa,19141214
rec-177-dup-0,guthridge,thomas,6,brunswick circuit,avondale heights,2073,vic,19080625
rec-76-dup-0,molly,sushames,44,maclachlan c street,lakemba,3191,qld,19910608
rec-65-dup-0,meaney,shantal,15,cockcroftavenue,pakenham,2114,vic,19810717
rec-271-dup-0,,white,25,jacka crescent,marmong point,7250,wa,19280224
rec-286-dup-0,evangelia,shepherd,9,crichton crescent,lutwylche,2794,qld,19900909
rec-452-dup-0,alissa,kilmatrin,37,reveley rescent,wolumla,6210,nsw,19041118
rec-232-dup-0,rhys,jeffries,3,whistlerplace,thornlands,4216,nsw,19200821
rec-475-dup-0,isaac,quilliam,11,namatjira drive,geelo ng west,3027,nsw,19930926
rec-112-dup-0,zara,excell,,aspinall street,glenelg south,2712,nsw,19030807
rec-251-dup-0,paige,lowe,3,chave street,gowwie,2906,qld,19140707
rec-394-dup-0,jad,gildrea,2,mccawley street,malvern,6722,qld,19440429
rec-419-dup-0,jack,,4,pearcey pclace,black rock,2763,vic,19020712
rec-206-dup-0,,lombardi,36,yerralee road,carlsruhe,3149,qld,19870919
rec-208-dup-0,lochlan,savidge,41,pohlmanfstreet,jingili,3071,vix,19140228
rec-496-dup-0,jacob,walls,61,atherton street,st kilda,3194,nsw,19490530
rec-22-dup-0,rees,maribanne,6,nerli place,mansfield,3644,sa,19770628
rec-374-dup-0,john,bansemer,73,rhosewyn,lakeclifton,2649,qld,
rec-144-dup-0,,campbell,85,madigaqnstreet,killara,4102,nsw,19870205
rec-302-dup-0,luke,jayaraman,33,eungella street,broken hill,3172,nsw,19590818
rec-263-dup-0,jarrod,polak,10,parsons street,elsternwikc,6317,sa,19330222
rec-384-dup-0,callum,grossman,3,downard street,wangaratta,4211,nsw,19770402
rec-314-dup-0,hattie,white,20,ebden street,lalor,4750,nsw,19250301
rec-275-dup-0,ebony,loke,16,ambalindum street,figtree,3677,wa,19370201
rec-498-dup-0,claire,crook,9,oyster farm,,3146,vic,
rec-233-dup-0,lucad,hearn,22,crofts crryscent,bonbeach,3393,sa,19240909
rec-40-dup-0,jake,berry,99,rivett street,kingstgorpe,2032,vic,
rec-279-dup-0,kyle,rundle,107,greenhood place,brigthon,5074,nsw,19460902
rec-388-dup-0,patrick,carr exa,78,carnegie crescent,towragi,3802,wa,19290412
rec-127-dup-0,chloe,mayer,31,tuthillplace,illawarra,2214,wa,19800326
rec-264-dup-0,,weller,2,wittenoom gcrescent,ashford,4656,qld,
rec-389-dup-0,callum,fauser,,sandover circuit,clare,3021,nsw,19970227
rec-153-dup-0,harriet,belperi,3,hawker place,roselands,3206,qld,
rec-490-dup-0,,durr,11,cochrane crescent,south perth,2795,wa,19810628
rec-462-dup-0,zach,brhalic,,fenwick place,hopperscrossing,2344,nsw,19350405
rec-63-dup-0,benjamin,cannekl,17,charleston street,kununuodra,2090,nsw,19650504
rec-487-dup-0,campbell,clarke,16,ainslie avenue,stephens,7352,vic,19841009
rec-272-dup-0,bridget,pocarl,140,thornton place,east maitland,2114,wa,19860816
rec-265-dup-0,mathilde,delvediep,6,giliruk crescent,ivanhoe east,3011,qld,19050429
rec-93-dup-0,sam,musolino,173,kathner street,otago bay,3068,vic,19770911
rec-179-dup-0,rosie,reid,256,coghill close,blackown,5253,act,19770714
rec-38-dup-0,cooper,culbetson,30,dow sthreet,sea lake,4024,nsw,19951031
rec-432-dup-0,,morrison,35,minehan place,burn side,5167,tas,19620920
rec-449-dup-0,liam,fitzpatrck,55,schonell circuit,coffs harbour,6285,nsw,19321022
rec-47-dup-0,bianca,demetriou,22,jenning sstreet,dapto,3216,nsw,19261103
rec-14-dup-0,liam,wilde,11,melbourne avenue,bray park,2621,nsw,19570628
rec-57-dup-0,davila-sanhdars,dante,303,wild street,avondale heights,2029,wa,19120206
rec-162-dup-0,caitkin,,,rymill place,mount gravatt,3146,vic,19980804
rec-61-dup-0,daarcie,fleet,13,fellows street,somertonp ark,2284,vic,19950307
rec-303-dup-0,charlie,,4,terewah circuit,crib point,6167,nsw,
rec-392-dup-0,joshua,beelitz,5,bargang crescent,greencre,6018,nsw,
rec-182-dup-0,chloe,kyriacou,12,mulga street,mitchzam,4013,nsw,19480827
rec-131-dup-0,amy,mccarthy,40,bannerstreet,bayswater north,2447,nsw,19381203
rec-273-dup-0,gibb,jasmine,137,allwood street,bellambi,5142,vic,19850502
rec-491-dup-0,micthell,boxwbr,40,keysor place,toorak,4480,nsw,19730218
rec-480-dup-0,jord an,blake,2,moore street,armida le,2477,vic,19790710
rec-376-dup-0,white,jacob,5,findlay wtreet,robina,2197,vic,19170205
rec-254-dup-0,paterson,madeleine,13,,young,5045,nsw,19300302
rec-228-dup-0,stephanie,rumbal,26,sollya place,galston,6285,nsw,19150614
rec-130-dup-0,sar,coffey,3,mckinlay street,huonville,4558,vic,19150306
rec-249-dup-0,,kilby,,collicott circuit,success,2795,,19040302
